region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
1.000,20.000,34.000,0.000,14.000,51.000,3.000,9.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,5.650,0.000,0.000,0.000,0.000,126.400,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.732,,,,,3.932,2.000,1.000
1.000,4.000,22.000,1.000,1.000,22.000,2.000,2.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,2.250,0.000,0.000,23.500,0.000,8.000,0.000,0.000,85.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.811,,,3.157,,3.091,3.000,0.000
2.000,44.000,49.000,1.000,2.000,66.000,2.000,8.000,0.000,1.000,4.000,1.000,0.000,1.000,1.000,4.250,43.250,0.000,38.750,39.550,184.900,1980.050,0.000,1655.000,1655.900,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.447,3.767,,3.657,3.678,4.190,4.000,0.000
3.000,49.000,63.000,0.000,18.000,10.000,2.000,2.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,13.900,33.250,0.000,12.750,0.000,668.950,1624.600,0.000,615.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.632,3.504,,2.546,,2.303,3.000,0.000
3.000,5.000,36.000,1.000,2.000,34.000,1.000,4.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,3.500,19.500,0.000,0.000,0.000,14.200,105.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.253,2.970,,,,3.526,3.000,1.000
3.000,70.000,50.000,1.000,29.000,67.000,1.000,22.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,51.900,0.000,0.000,15.750,0.000,3438.400,0.000,0.000,1075.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.949,,,2.757,,4.205,2.000,0.000
1.000,30.000,57.000,1.000,16.000,19.000,1.000,1.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,7.250,0.000,0.000,8.500,0.000,200.100,0.000,0.000,285.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.981,,,2.140,,2.944,1.000,1.000
2.000,28.000,48.000,0.000,20.000,128.000,4.000,4.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,10.000,20.750,53.600,26.500,55.300,313.050,590.900,1481.350,710.000,1424.200,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.303,3.033,3.982,3.277,4.013,4.852,4.000,1.000
1.000,5.000,28.000,1.000,3.000,39.000,5.000,1.000,0.000,0.000,6.000,1.000,1.000,1.000,1.000,4.700,24.250,44.650,16.500,32.500,30.750,131.900,184.250,60.000,106.200,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.548,3.188,3.799,2.803,3.481,3.664,4.000,0.000
2.000,27.000,35.000,0.000,12.000,56.000,1.000,3.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,8.250,32.500,35.650,11.000,33.850,202.550,897.950,903.250,205.000,805.950,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.110,3.481,3.574,2.398,3.522,4.025,4.000,0.000
2.000,17.000,39.000,0.000,12.000,45.000,4.000,10.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,8.650,0.000,28.950,0.000,0.000,133.100,0.000,450.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.158,,3.366,,,3.807,1.000,1.000
1.000,4.000,37.000,1.000,8.000,25.000,1.000,1.000,0.000,1.000,5.000,0.000,0.000,0.000,0.000,2.500,0.000,0.000,0.000,0.000,9.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.916,,,,,3.219,1.000,0.000
1.000,30.000,23.000,1.000,0.000,24.000,2.000,1.000,0.000,1.000,4.000,1.000,0.000,0.000,0.000,13.350,22.500,0.000,0.000,0.000,397.400,636.350,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,2.592,3.114,,,,3.178,3.000,0.000
3.000,71.000,40.000,1.000,19.000,53.000,4.000,14.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,10.150,40.000,0.000,27.750,38.350,781.700,2912.300,0.000,2030.000,2590.650,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,2.317,3.689,,3.323,3.647,3.970,4.000,0.000
3.000,67.000,77.000,0.000,55.000,49.000,1.000,45.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,25.350,0.000,0.000,26.750,0.000,1692.000,0.000,0.000,1755.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3.233,,,3.287,,3.892,1.000,0.000
3.000,24.000,48.000,1.000,3.000,38.000,1.000,16.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,5.550,0.000,0.000,11.250,0.000,133.400,0.000,0.000,265.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.714,,,2.420,,3.638,1.000,0.000
1.000,24.000,54.000,1.000,7.000,84.000,3.000,10.000,0.000,1.000,2.000,0.000,1.000,1.000,0.000,11.450,0.000,28.700,10.500,0.000,288.050,0.000,675.400,220.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.438,,3.357,2.351,,4.431,1.000,1.000
2.000,59.000,54.000,0.000,32.000,126.000,1.000,22.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,13.600,28.750,0.000,11.750,0.000,796.400,1625.100,0.000,660.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.610,3.359,,2.464,,4.836,3.000,0.000
3.000,59.000,32.000,0.000,9.000,73.000,4.000,5.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,29.200,21.500,0.000,12.750,0.000,1726.600,1231.900,0.000,655.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,3.374,3.068,,2.546,,4.290,2.000,1.000
3.000,44.000,37.000,1.000,1.000,41.000,4.000,8.000,0.000,1.000,6.000,0.000,0.000,0.000,0.000,9.150,0.000,0.000,0.000,0.000,387.950,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.214,,,,,3.714,2.000,0.000
1.000,19.000,31.000,1.000,0.000,22.000,4.000,2.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,4.850,0.000,0.000,0.000,0.000,88.900,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.579,,,,,3.091,2.000,1.000
2.000,58.000,46.000,1.000,23.000,23.000,1.000,2.000,0.000,1.000,2.000,0.000,1.000,1.000,0.000,11.100,0.000,25.600,10.500,0.000,620.750,0.000,1471.400,625.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.407,,3.243,2.351,,3.135,1.000,0.000
1.000,41.000,53.000,1.000,22.000,94.000,2.000,25.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,12.650,0.000,0.000,11.750,0.000,488.150,0.000,0.000,500.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.538,,,2.464,,4.543,2.000,0.000
2.000,16.000,33.000,0.000,1.000,30.000,3.000,7.000,0.000,0.000,4.000,1.000,1.000,1.000,1.000,9.250,21.000,41.400,17.750,41.000,138.500,282.300,634.100,265.000,595.300,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.225,3.045,3.723,2.876,3.714,3.401,3.000,1.000
3.000,13.000,36.000,0.000,11.000,31.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,2.300,0.000,0.000,0.000,0.000,30.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,,,,,3.434,1.000,1.000
1.000,60.000,53.000,0.000,22.000,171.000,1.000,37.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,9.900,31.750,0.000,18.000,0.000,608.650,1972.100,0.000,1070.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.293,3.458,,2.890,,5.142,3.000,0.000
2.000,72.000,49.000,1.000,23.000,102.000,1.000,27.000,0.000,1.000,6.000,0.000,0.000,1.000,0.000,41.150,0.000,0.000,33.250,0.000,3098.550,0.000,0.000,2345.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.717,,,3.504,,4.625,2.000,0.000
2.000,33.000,39.000,0.000,17.000,27.000,4.000,3.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,9.700,21.750,41.750,8.500,61.600,294.800,680.300,1342.050,255.000,2019.750,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,2.272,3.080,3.732,2.140,4.121,3.296,4.000,0.000
2.000,72.000,45.000,1.000,25.000,98.000,4.000,20.000,0.000,1.000,2.000,0.000,0.000,1.000,1.000,30.250,0.000,0.000,13.250,42.850,2182.650,0.000,0.000,900.000,2940.350,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,3.409,,,2.584,3.758,4.585,4.000,0.000
1.000,66.000,54.000,1.000,8.000,591.000,4.000,25.000,0.000,1.000,2.000,1.000,1.000,1.000,1.000,25.000,34.250,45.000,16.000,53.000,1636.250,2242.550,2816.250,1005.000,3538.500,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,3.219,3.534,3.807,2.773,3.970,6.382,4.000,0.000
3.000,53.000,37.000,1.000,7.000,25.000,1.000,2.000,0.000,1.000,6.000,1.000,0.000,1.000,0.000,5.400,52.000,0.000,34.000,0.000,291.500,2794.950,0.000,1660.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.686,3.951,,3.526,,3.219,3.000,0.000
2.000,22.000,28.000,1.000,0.000,36.000,4.000,0.000,0.000,0.000,4.000,1.000,1.000,1.000,1.000,9.700,21.500,39.900,9.500,42.900,220.750,480.100,857.200,175.000,883.200,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.272,3.068,3.686,2.251,3.759,3.584,4.000,0.000
2.000,14.000,26.000,1.000,1.000,25.000,2.000,0.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,4.400,0.000,0.000,0.000,0.000,71.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.482,,,,,3.219,3.000,0.000
1.000,52.000,49.000,0.000,18.000,69.000,2.000,13.000,0.000,1.000,2.000,0.000,0.000,1.000,1.000,18.350,0.000,0.000,19.000,34.500,893.250,0.000,0.000,935.000,1711.700,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.910,,,2.944,3.541,4.234,3.000,0.000
3.000,33.000,30.000,1.000,5.000,22.000,1.000,0.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,5.550,33.750,0.000,37.250,30.000,211.050,1129.250,0.000,1215.000,946.800,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.714,3.519,,3.618,3.401,3.091,3.000,0.000
3.000,72.000,66.000,0.000,26.000,67.000,2.000,37.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,39.100,65.000,0.000,39.750,0.000,2743.650,4748.450,0.000,2830.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.666,4.174,,3.683,,4.205,3.000,0.000
1.000,40.000,40.000,1.000,3.000,73.000,4.000,12.000,0.000,1.000,4.000,0.000,0.000,1.000,1.000,10.000,0.000,0.000,14.000,27.150,376.600,0.000,0.000,555.000,1035.500,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.303,,,2.639,3.301,4.290,3.000,1.000
2.000,29.000,26.000,0.000,1.000,22.000,4.000,2.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,6.100,0.000,47.000,24.250,35.550,175.300,0.000,1265.650,710.000,965.900,1.000,1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.808,,3.850,3.188,3.571,3.091,4.000,1.000
3.000,63.000,67.000,0.000,22.000,9.000,2.000,12.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,18.050,0.000,0.000,19.000,0.000,1140.200,0.000,0.000,1135.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.893,,,2.944,,2.197,3.000,0.000
2.000,56.000,54.000,0.000,25.000,147.000,3.000,31.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,12.700,24.500,39.050,24.250,34.200,763.100,1348.150,2108.100,1310.000,1848.850,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,2.542,3.199,3.665,3.188,3.532,4.990,2.000,0.000
3.000,60.000,50.000,1.000,26.000,239.000,2.000,19.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,21.500,77.750,0.000,10.250,64.200,1377.000,4628.500,0.000,570.000,3756.150,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,3.068,4.353,,2.327,4.162,5.476,4.000,0.000
3.000,28.000,22.000,1.000,3.000,23.000,3.000,1.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,10.950,0.000,0.000,0.000,0.000,263.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,2.393,,,,,3.135,1.000,0.000
2.000,39.000,39.000,0.000,19.000,29.000,4.000,6.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,5.950,0.000,0.000,21.250,0.000,227.850,0.000,0.000,835.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.783,,,3.056,,3.367,2.000,0.000
3.000,65.000,39.000,1.000,18.000,32.000,2.000,15.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,21.100,0.000,0.000,9.750,0.000,1432.800,0.000,0.000,585.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,3.049,,,2.277,,3.466,3.000,0.000
3.000,29.000,31.000,0.000,7.000,30.000,3.000,7.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,7.600,33.750,0.000,14.500,0.000,240.850,937.850,0.000,395.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.028,3.519,,2.674,,3.401,3.000,0.000
3.000,28.000,36.000,0.000,8.000,57.000,2.000,13.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,9.600,21.750,0.000,17.250,0.000,272.850,607.950,0.000,435.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.262,3.080,,2.848,,4.043,3.000,0.000
1.000,2.000,18.000,0.000,0.000,20.000,2.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,3.750,22.250,0.000,23.500,27.100,4.450,44.650,0.000,15.000,25.650,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.322,3.102,,3.157,3.300,2.996,3.000,1.000
3.000,67.000,52.000,0.000,13.000,248.000,2.000,20.000,0.000,1.000,3.000,1.000,1.000,1.000,0.000,35.850,39.750,34.300,22.250,0.000,2368.900,2522.750,2170.850,1435.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,3.579,3.683,3.535,3.102,,5.513,3.000,0.000
3.000,5.000,35.000,1.000,9.000,59.000,3.000,8.000,0.000,1.000,5.000,1.000,1.000,1.000,1.000,3.100,18.500,37.900,22.750,26.400,21.450,114.800,140.350,120.000,109.600,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,1.131,2.918,3.635,3.125,3.273,4.078,4.000,0.000
3.000,48.000,35.000,0.000,10.000,24.000,2.000,6.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,16.950,43.000,0.000,28.500,0.000,874.450,2007.400,0.000,1270.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,2.830,3.761,,3.350,,3.178,3.000,0.000
2.000,10.000,26.000,1.000,4.000,25.000,1.000,4.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,3.700,0.000,0.000,0.000,0.000,38.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.308,,,,,3.219,1.000,0.000
2.000,17.000,28.000,0.000,3.000,37.000,3.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,5.500,0.000,0.000,0.000,0.000,84.250,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.705,,,,,3.611,3.000,1.000
1.000,21.000,24.000,1.000,0.000,30.000,4.000,0.000,0.000,1.000,5.000,1.000,1.000,1.000,1.000,17.800,23.750,36.300,10.500,31.750,374.050,513.650,738.900,205.000,642.200,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,2.879,3.168,3.592,2.351,3.458,3.401,4.000,0.000
2.000,25.000,51.000,0.000,9.000,66.000,4.000,13.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,6.450,16.250,48.150,31.000,34.550,140.850,415.550,1202.650,790.000,828.250,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.864,2.788,3.874,3.434,3.542,4.190,4.000,0.000
3.000,44.000,31.000,0.000,8.000,16.000,1.000,3.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,14.400,0.000,0.000,12.000,0.000,632.950,0.000,0.000,490.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.667,,,2.485,,2.773,1.000,1.000
2.000,59.000,49.000,0.000,28.000,429.000,4.000,23.000,0.000,1.000,2.000,1.000,1.000,1.000,1.000,10.200,24.250,42.850,16.000,43.350,592.200,1524.800,2444.700,885.000,2450.900,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,2.322,3.188,3.758,2.773,3.769,6.061,4.000,1.000
2.000,11.000,26.000,0.000,7.000,20.000,2.000,4.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,6.950,0.000,0.000,0.000,0.000,84.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.939,,,,,2.996,1.000,0.000
2.000,50.000,68.000,1.000,32.000,262.000,3.000,28.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,12.400,20.500,40.800,18.250,25.150,601.100,993.650,2025.250,870.000,1217.350,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,2.518,3.020,3.709,2.904,3.225,5.568,3.000,0.000
3.000,23.000,25.000,1.000,2.000,28.000,3.000,1.000,0.000,1.000,5.000,0.000,0.000,0.000,0.000,4.150,0.000,0.000,0.000,0.000,94.250,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.423,,,,,3.332,2.000,0.000
1.000,17.000,19.000,0.000,0.000,18.000,2.000,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,7.100,0.000,24.950,0.000,0.000,120.350,0.000,401.800,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.960,,3.217,,,2.890,2.000,1.000
1.000,15.000,62.000,1.000,3.000,144.000,3.000,21.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,5.250,15.500,0.000,31.750,33.950,81.050,237.900,0.000,490.000,446.100,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.658,2.741,,3.458,3.525,4.970,3.000,0.000
2.000,68.000,57.000,1.000,38.000,33.000,1.000,9.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,13.500,0.000,0.000,19.000,0.000,901.000,0.000,0.000,1240.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.603,,,2.944,,3.497,2.000,0.000
1.000,69.000,42.000,1.000,23.000,19.000,3.000,0.000,0.000,1.000,2.000,0.000,1.000,1.000,0.000,25.950,0.000,36.900,18.750,0.000,1812.150,0.000,2630.500,1270.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,3.256,,3.608,2.931,,2.944,1.000,0.000
1.000,30.000,24.000,1.000,3.000,30.000,1.000,7.000,0.000,1.000,5.000,0.000,0.000,0.000,0.000,6.750,0.000,0.000,0.000,0.000,171.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.910,,,,,3.401,1.000,1.000
3.000,22.000,30.000,0.000,8.000,41.000,2.000,8.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,6.100,22.750,0.000,13.250,21.350,119.950,441.250,0.000,290.000,467.050,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.808,3.125,,2.584,3.061,3.714,3.000,0.000
2.000,10.000,20.000,1.000,1.000,20.000,2.000,0.000,0.000,1.000,4.000,0.000,0.000,0.000,0.000,5.900,0.000,0.000,0.000,0.000,48.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.775,,,,,2.996,1.000,1.000
1.000,72.000,59.000,1.000,12.000,65.000,3.000,21.000,0.000,1.000,6.000,0.000,1.000,1.000,0.000,34.650,0.000,36.450,40.750,0.000,2519.300,0.000,2583.900,2910.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.545,,3.596,3.707,,4.174,2.000,0.000
2.000,34.000,24.000,1.000,5.000,17.000,4.000,0.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,15.250,0.000,0.000,4.750,0.000,522.450,0.000,0.000,150.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,2.725,,,1.558,,2.833,3.000,0.000
2.000,43.000,49.000,1.000,18.000,66.000,1.000,22.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,8.600,0.000,0.000,20.750,0.000,376.700,0.000,0.000,875.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,2.152,,,3.033,,4.190,3.000,0.000
3.000,31.000,37.000,1.000,15.000,18.000,4.000,5.000,0.000,0.000,3.000,1.000,1.000,1.000,1.000,5.200,19.500,47.250,15.750,39.800,151.700,611.100,1457.950,460.000,1170.300,0.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.649,2.970,3.855,2.757,3.684,2.890,4.000,0.000
2.000,6.000,27.000,1.000,5.000,26.000,4.000,2.000,0.000,0.000,5.000,1.000,0.000,0.000,0.000,5.600,12.000,0.000,0.000,0.000,30.350,72.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.723,2.485,,,,3.258,1.000,1.000
2.000,48.000,42.000,0.000,21.000,46.000,4.000,4.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,14.450,0.000,0.000,41.500,0.000,618.100,0.000,0.000,1935.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,2.671,,,3.726,,3.829,3.000,0.000
2.000,50.000,25.000,0.000,6.000,19.000,1.000,5.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,7.250,0.000,0.000,7.500,0.000,356.150,0.000,0.000,375.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.981,,,2.015,,2.944,1.000,0.000
3.000,20.000,41.000,1.000,19.000,58.000,2.000,6.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,5.250,0.000,0.000,0.000,0.000,98.200,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.658,,,,,4.060,2.000,0.000
3.000,61.000,73.000,0.000,10.000,25.000,1.000,21.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,16.650,0.000,0.000,71.000,0.000,965.600,0.000,0.000,4350.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.812,,,4.263,,3.219,1.000,0.000
2.000,6.000,21.000,0.000,0.000,15.000,2.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,3.650,0.000,0.000,0.000,0.000,19.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.295,,,,,2.708,1.000,0.000
2.000,1.000,22.000,0.000,2.000,35.000,2.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.501,,,,,3.555,1.000,1.000
1.000,21.000,43.000,0.000,13.000,41.000,2.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,6.150,23.750,45.400,12.250,37.250,118.150,497.150,878.600,195.000,763.500,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.816,3.168,3.816,2.506,3.618,3.714,4.000,1.000
3.000,7.000,32.000,0.000,1.000,71.000,4.000,3.000,0.000,0.000,2.000,1.000,1.000,0.000,1.000,3.600,15.250,41.000,0.000,28.050,19.100,122.100,245.650,0.000,157.150,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.281,2.725,3.714,,3.334,4.263,4.000,0.000
3.000,65.000,56.000,1.000,19.000,608.000,3.000,34.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,14.550,69.500,0.000,20.250,68.300,964.850,4584.800,0.000,1300.000,4325.600,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.678,4.241,,3.008,4.224,6.410,4.000,0.000
1.000,64.000,37.000,0.000,10.000,44.000,4.000,9.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,16.150,0.000,35.050,22.000,0.000,965.300,0.000,2337.250,1350.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,2.782,,3.557,3.091,,3.784,2.000,0.000
3.000,4.000,30.000,0.000,0.000,41.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,9.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.693,,,,,3.714,3.000,1.000
1.000,67.000,45.000,1.000,22.000,83.000,3.000,11.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,27.000,0.000,0.000,10.750,0.000,1724.800,0.000,0.000,640.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,3.296,,,2.375,,4.419,2.000,0.000
2.000,22.000,35.000,0.000,12.000,28.000,2.000,3.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,6.600,0.000,0.000,0.000,0.000,180.550,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.887,,,,,3.332,2.000,1.000
3.000,51.000,37.000,1.000,17.000,101.000,2.000,10.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,14.950,0.000,0.000,9.500,0.000,736.850,0.000,0.000,480.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,2.705,,,2.251,,4.615,3.000,0.000
